resource_id,category_id,category_name,subcategory_id,subcategory_name,title,description,file_url,storage_type,stored_path,checksum_sha256,file_size_kb,download_count,is_featured,is_published,publish_date,created_at,updated_at
103,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Attachment Application Form","Standard form to apply for industrial attachment opportunities.",https://storage.mfanobora.com/docs/attachment-application-form.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
104,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Attachment Requirements","Requirements for students seeking placement.",https://storage.mfanobora.com/docs/attachment-requirements.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
105,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Industrial Attachment Guide","Comprehensive guidelines for industrial attachment.",https://storage.mfanobora.com/docs/industrial-attachment-guide.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
106,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Internship Application Guide","Step-by-step application information for internship opportunities.",https://storage.mfanobora.com/docs/internship-application-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
107,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Student Logbook Guide","Guidance on properly filling out the student logbook.",https://storage.mfanobora.com/docs/student-logbook-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
108,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Workplace Readiness Guide","Essential skills for workplace readiness and professional conduct.",https://storage.mfanobora.com/docs/workplace-readiness-guide.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
109,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Attachment Interview Preparation Guide","Preparation materials for attachment interviews.",https://storage.mfanobora.com/docs/attachment-interview-prep.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
110,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Attachment Placement Guide","Information on attachment placement processes.",https://storage.mfanobora.com/docs/attachment-placement-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
111,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Student Attachment Checklist","Checklist for students starting their attachment.",https://storage.mfanobora.com/docs/student-attachment-checklist.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
112,1,"Attachment & Internship Resources",1,"Attachment Guides & Forms","Supervisor Assessment Guide","Guide for supervisors to assess attachment students.",https://storage.mfanobora.com/docs/supervisor-assessment-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
113,2,"Careers & Professional Development",2,"Career Guides & Prep","CV Writing Guide","Practical information to help students build a professional CV.",https://storage.mfanobora.com/docs/cv-writing-guide.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
114,2,"Careers & Professional Development",2,"Career Guides & Prep","Cover Letter Writing Guide","Guidelines for crafting effective cover letters.",https://storage.mfanobora.com/docs/cover-letter-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
115,2,"Careers & Professional Development",2,"Career Guides & Prep","Interview Preparation Guide","Comprehensive interview preparation strategies.",https://storage.mfanobora.com/docs/interview-prep-guide.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
116,2,"Careers & Professional Development",2,"Career Guides & Prep","Career Readiness Guide","Materials for students and job seekers preparing for careers.",https://storage.mfanobora.com/docs/career-readiness-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
117,2,"Careers & Professional Development",2,"Career Guides & Prep","Professional Ethics Guide","Guide on maintaining professional ethics in the workplace.",https://storage.mfanobora.com/docs/professional-ethics.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
118,2,"Careers & Professional Development",2,"Career Guides & Prep","Workplace Communication Guide","Best practices for workplace communication.",https://storage.mfanobora.com/docs/workplace-communication.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
119,2,"Careers & Professional Development",2,"Career Guides & Prep","Time Management Guide","Effective time management strategies for professionals.",https://storage.mfanobora.com/docs/time-management-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
120,2,"Careers & Professional Development",2,"Career Guides & Prep","Teamwork & Collaboration Guide","Guide on effective teamwork and collaboration.",https://storage.mfanobora.com/docs/teamwork-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
121,2,"Careers & Professional Development",2,"Career Guides & Prep","Personal Branding Guide","How to build and manage your personal professional brand.",https://storage.mfanobora.com/docs/personal-branding.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
122,2,"Careers & Professional Development",2,"Career Guides & Prep","Job Application Guide","Step-by-step guide to the job application process.",https://storage.mfanobora.com/docs/job-application-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
123,2,"Careers & Professional Development",2,"Career Guides & Prep","Graduate Career Guide","Specific career guidance for recent graduates.",https://storage.mfanobora.com/docs/graduate-career-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
124,2,"Careers & Professional Development",2,"Career Guides & Prep","Professional Development Guide","Materials for ongoing professional development.",https://storage.mfanobora.com/docs/professional-development.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
125,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Basic Computer Skills Guide","Foundational guide for basic computer operation.",https://storage.mfanobora.com/docs/basic-computer-skills.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
126,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Digital Skills Guide","Improve understanding of digital tools and emerging tech.",https://storage.mfanobora.com/docs/digital-skills-guide.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
127,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Internet Safety Guide","Best practices for safe internet usage.",https://storage.mfanobora.com/docs/internet-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
128,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Cybersecurity Awareness Guide","Awareness and prevention strategies for cybersecurity.",https://storage.mfanobora.com/docs/cybersecurity-awareness.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
129,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Data Protection Awareness Guide","Guide on data protection and privacy compliance.",https://storage.mfanobora.com/docs/data-protection.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
130,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Digital Marketing Guide","Introduction to digital marketing concepts.",https://storage.mfanobora.com/docs/digital-marketing.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
131,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Social Media Best Practices Guide","Guidelines for professional social media use.",https://storage.mfanobora.com/docs/social-media-practices.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
132,3,"ICT & Digital Skills",3,"Digital Skills & Safety","ICT Career Guide","Information on career pathways in the ICT sector.",https://storage.mfanobora.com/docs/ict-career-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
133,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Introduction to Programming Guide","Beginner concepts for computer programming.",https://storage.mfanobora.com/docs/intro-to-programming.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
134,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Data Literacy Guide","Understanding and analyzing data effectively.",https://storage.mfanobora.com/docs/data-literacy.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
135,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Artificial Intelligence Awareness Guide","Overview of AI technologies and their impact.",https://storage.mfanobora.com/docs/ai-awareness.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
136,3,"ICT & Digital Skills",3,"Digital Skills & Safety","Cloud Computing Guide","Introduction to cloud computing infrastructure.",https://storage.mfanobora.com/docs/cloud-computing.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
137,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","ICT Hub Course Catalogue","Comprehensive list of available ICT courses.",https://storage.mfanobora.com/docs/ict-course-catalogue.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
138,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","Computer Packages Catalogue","Details on standard computer package training.",https://storage.mfanobora.com/docs/computer-packages-catalogue.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
139,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","ICT Training Programme Guide","Guide to the structure of ICT training programs.",https://storage.mfanobora.com/docs/ict-training-programme.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
140,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","Digital Skills Training Guide","Specifics on digital skills training modules.",https://storage.mfanobora.com/docs/digital-skills-training.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
141,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","ICT Career Pathways Guide","Mapping training to specific ICT career paths.",https://storage.mfanobora.com/docs/ict-career-pathways.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
142,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","Training Registration Form","Form for enrolling in ICT Hub training programs.",https://storage.mfanobora.com/docs/training-registration-form.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
143,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","ICT Training FAQ","Frequently asked questions regarding ICT training.",https://storage.mfanobora.com/docs/ict-training-faq.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
144,4,"Mfano Africa ICT Hub",4,"ICT Training Catalogues","Computer Packages Guide","Detailed syllabus for computer packages.",https://storage.mfanobora.com/docs/computer-packages-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
145,5,"Transport & Logistics",5,"Logistics & Fleet Management","Transport & Logistics Guide","Comprehensive guide to transport and logistics operations.",https://storage.mfanobora.com/docs/transport-logistics-guide.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
146,5,"Transport & Logistics",5,"Logistics & Fleet Management","Logistics Best Practices Guide","Industry best practices for logistics management.",https://storage.mfanobora.com/docs/logistics-best-practices.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
147,5,"Transport & Logistics",5,"Logistics & Fleet Management","Transport Industry Overview","Broad overview of the East African transport sector.",https://storage.mfanobora.com/docs/transport-industry-overview.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
148,5,"Transport & Logistics",5,"Logistics & Fleet Management","Supply Chain Management Guide","Principles of effective supply chain management.",https://storage.mfanobora.com/docs/supply-chain-management.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
149,5,"Transport & Logistics",5,"Logistics & Fleet Management","Fleet Management Guide","Guide to managing commercial vehicle fleets.",https://storage.mfanobora.com/docs/fleet-management.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
150,5,"Transport & Logistics",5,"Logistics & Fleet Management","Freight & Cargo Management Guide","Best practices for handling freight and cargo.",https://storage.mfanobora.com/docs/freight-cargo-management.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
151,5,"Transport & Logistics",5,"Logistics & Fleet Management","Transport Operations Guide","Standard operating procedures for transport.",https://storage.mfanobora.com/docs/transport-operations.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
152,5,"Transport & Logistics",5,"Logistics & Fleet Management","Logistics Safety Guide","Safety protocols within logistics operations.",https://storage.mfanobora.com/docs/logistics-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
153,5,"Transport & Logistics",5,"Logistics & Fleet Management","Transport Industry Trends Report","Latest trends impacting the transport industry.",https://storage.mfanobora.com/docs/transport-trends-report.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
154,5,"Transport & Logistics",5,"Logistics & Fleet Management","East Africa Transport Resources Guide","Resource directory for East African transport.",https://storage.mfanobora.com/docs/ea-transport-resources.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
155,6,"Road Safety",6,"Road Safety Awareness","Road Safety Awareness Guide","Educational resource promoting safer roads.",https://storage.mfanobora.com/docs/road-safety-awareness.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
156,6,"Road Safety",6,"Road Safety Awareness","Road User Safety Guide","Safety guidelines for all road users.",https://storage.mfanobora.com/docs/road-user-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
157,6,"Road Safety",6,"Road Safety Awareness","Defensive Driving Guide","Techniques and principles for defensive driving.",https://storage.mfanobora.com/docs/defensive-driving.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
158,6,"Road Safety",6,"Road Safety Awareness","Pedestrian Safety Guide","Safety protocols and awareness for pedestrians.",https://storage.mfanobora.com/docs/pedestrian-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
159,6,"Road Safety",6,"Road Safety Awareness","Motorcycle Safety Guide","Specific safety guidelines for motorcycle riders.",https://storage.mfanobora.com/docs/motorcycle-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
160,6,"Road Safety",6,"Road Safety Awareness","Public Transport Safety Guide","Safety guidelines for public transport operators and users.",https://storage.mfanobora.com/docs/public-transport-safety.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
161,6,"Road Safety",6,"Road Safety Awareness","Road Safety Campaign Materials","Downloadable materials for road safety campaigns.",https://storage.mfanobora.com/docs/road-safety-campaigns.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
162,6,"Road Safety",6,"Road Safety Awareness","Road Safety Best Practices Guide","Industry standard best practices for road safety.",https://storage.mfanobora.com/docs/road-safety-best-practices.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
163,6,"Road Safety",6,"Road Safety Awareness","Road Safety Awareness Poster Pack","Printable posters for road safety awareness.",https://storage.mfanobora.com/docs/road-safety-posters.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
164,6,"Road Safety",6,"Road Safety Awareness","Road Safety Statistics & Reports","Current data and statistics on road safety.",https://storage.mfanobora.com/docs/road-safety-statistics.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
165,7,"Awards & Events",7,"Awards Documentation","East Africa Transport, Logistics & Road Safety Awards Brochure","Official brochure detailing the awards programme.",https://storage.mfanobora.com/docs/awards-brochure.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
166,7,"Awards & Events",7,"Awards Documentation","Awards Categories Guide","Detailed breakdown of all award categories.",https://storage.mfanobora.com/docs/awards-categories.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
167,7,"Awards & Events",7,"Awards Documentation","Awards Nomination Guide","Instructions on how to submit a nomination.",https://storage.mfanobora.com/docs/awards-nomination-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
168,7,"Awards & Events",7,"Awards Documentation","Awards Participation Guide","Information on participating in the awards event.",https://storage.mfanobora.com/docs/awards-participation.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
169,7,"Awards & Events",7,"Awards Documentation","Awards Eligibility Criteria","Criteria required to be eligible for an award.",https://storage.mfanobora.com/docs/awards-eligibility.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
170,7,"Awards & Events",7,"Awards Documentation","Awards Judging Criteria","Rubric and criteria used by the judging panel.",https://storage.mfanobora.com/docs/awards-judging-criteria.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
171,7,"Awards & Events",7,"Awards Documentation","Awards Sponsorship Brochure","Information for potential event sponsors.",https://storage.mfanobora.com/docs/awards-sponsorship.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
172,7,"Awards & Events",7,"Awards Documentation","Awards Event Programme","Schedule and programme for the awards gala.",https://storage.mfanobora.com/docs/awards-programme.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
173,7,"Awards & Events",7,"Awards Documentation","Previous Awards Reports","Summary reports of past award ceremonies.",https://storage.mfanobora.com/docs/previous-awards-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
174,7,"Awards & Events",7,"Awards Documentation","Awards Winners & Recognition Report","Comprehensive list of past award winners.",https://storage.mfanobora.com/docs/awards-winners-report.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
175,8,"Company Resources",8,"Corporate Publications","Mfano Bora Africa Company Profile","Official corporate profile of Mfano Bora Africa.",https://storage.mfanobora.com/docs/company-profile.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
176,8,"Company Resources",8,"Corporate Publications","Corporate Brochure","General corporate brochure outlining services.",https://storage.mfanobora.com/docs/corporate-brochure.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
177,8,"Company Resources",8,"Corporate Publications","Services Brochure","Detailed breakdown of company services.",https://storage.mfanobora.com/docs/services-brochure.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
178,8,"Company Resources",8,"Corporate Publications","Mfano Bora Africa Annual Report","The latest official annual report.",https://storage.mfanobora.com/docs/annual-report.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
179,8,"Company Resources",8,"Corporate Publications","Company Newsletter","Archive of recent company newsletters.",https://storage.mfanobora.com/docs/company-newsletter.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
180,8,"Company Resources",8,"Corporate Publications","Corporate Social Responsibility Report","Details on Mfano Bora CSR initiatives.",https://storage.mfanobora.com/docs/csr-report.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
181,8,"Company Resources",8,"Corporate Publications","Company Policies & Guidelines","Publicly available company policies.",https://storage.mfanobora.com/docs/company-policies.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
182,8,"Company Resources",8,"Corporate Publications","Partnerships & Collaboration Guide","Information on partnering with Mfano Bora.",https://storage.mfanobora.com/docs/partnerships-guide.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
183,8,"Company Resources",8,"Corporate Publications","Mfano Bora Africa FAQ","Frequently asked questions about the company.",https://storage.mfanobora.com/docs/company-faq.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
184,8,"Company Resources",8,"Corporate Publications","Brand Profile / Media Kit","Media kit and brand guidelines for press use.",https://storage.mfanobora.com/docs/media-kit.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
185,9,"Forms & Templates",9,"Standard Forms","Attachment Application Form","Downloadable form for attachment application.",https://storage.mfanobora.com/docs/form-attachment.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
186,9,"Forms & Templates",9,"Standard Forms","Internship Application Form","Downloadable form for internship application.",https://storage.mfanobora.com/docs/form-internship.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
187,9,"Forms & Templates",9,"Standard Forms","Training Registration Form","Downloadable form for training registration.",https://storage.mfanobora.com/docs/form-training.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
188,9,"Forms & Templates",9,"Standard Forms","Resource Request Form","Form to request specific internal resources.",https://storage.mfanobora.com/docs/form-resource-request.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
189,9,"Forms & Templates",9,"Standard Forms","Partnership Enquiry Form","Form to initiate a partnership enquiry.",https://storage.mfanobora.com/docs/form-partnership.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
190,9,"Forms & Templates",9,"Standard Forms","Event Registration Form","Standard form for registering for events.",https://storage.mfanobora.com/docs/form-event-registration.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
191,9,"Forms & Templates",9,"Standard Forms","Awards Nomination Form","Official form to submit an award nomination.",https://storage.mfanobora.com/docs/form-awards-nomination.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
192,9,"Forms & Templates",9,"Standard Forms","Awards Participation Form","Official form to confirm awards participation.",https://storage.mfanobora.com/docs/form-awards-participation.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
193,9,"Forms & Templates",9,"Standard Forms","Feedback Form","General form for submitting feedback.",https://storage.mfanobora.com/docs/form-feedback.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
194,9,"Forms & Templates",9,"Standard Forms","Resource Request Template","Template used for bulk resource requests.",https://storage.mfanobora.com/docs/template-resource-request.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
195,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Transport Industry Reports","Insights and data covering the transport sector.",https://storage.mfanobora.com/docs/transport-industry-reports.pdf,external,,,0,0,1,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
196,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Logistics Industry Reports","In-depth analysis of logistics operations and supply chains.",https://storage.mfanobora.com/docs/logistics-industry-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
197,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Road Safety Reports","Comprehensive reports on regional road safety.",https://storage.mfanobora.com/docs/road-safety-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
198,10,"Reports, Publications & Research",10,"Industry Reports & Insights","ICT & Digital Transformation Reports","Analysis of digital transformation trends.",https://storage.mfanobora.com/docs/ict-transformation-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
199,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Youth & Employment Reports","Research on youth employment and career opportunities.",https://storage.mfanobora.com/docs/youth-employment-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
200,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Skills Development Reports","Data on regional skills development programs.",https://storage.mfanobora.com/docs/skills-development-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
201,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Event Reports","Summaries and outcomes from major industry events.",https://storage.mfanobora.com/docs/event-reports.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
202,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Research Publications","Academic and industry research publications by Mfano Bora.",https://storage.mfanobora.com/docs/research-publications.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
203,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Industry Insights","Expert commentary and insights on relevant sectors.",https://storage.mfanobora.com/docs/industry-insights.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
204,10,"Reports, Publications & Research",10,"Industry Reports & Insights","Mfano Bora Africa Publications","Official company publications and announcements.",https://storage.mfanobora.com/docs/mfanobora-publications.pdf,external,,,0,0,0,1,2026-08-25,2026-08-25T06:25:57.830Z,2026-08-25T06:25:57.830Z
